sura,ayah,
9,74,
9,75,
9,76,
9,77,
9,78,
9,79,
9,80,
9,81,
9,82,
9,83,
9,84,
9,85,
9,86,
9,87,
9,88,
9,89,
9,90,
9,91,
9,92,
9,93,
9,94,
9,95,
9,96,
9,97,
9,98,
9,99,
9,100,
9,101,
9,102,
9,103,
9,104,
9,105,
9,106,
9,107,
9,108,
9,109,
9,110,
9,111,
9,112,
9,113,
9,114,
9,115,
9,116,
9,117,
9,118,
9,119,
9,120,
9,121,
9,122,
9,123,
9,124,
9,125,
9,126,
9,127,
9,128,
9,129,
10,1,
10,2,
10,3,
10,4,
10,5,
10,6,
10,7,
10,8,
10,9,
10,10,
10,11,
10,12,
10,13,
10,14,
10,15,
10,16,
10,17,
10,18,
10,19,
10,20,
10,21,
10,22,
10,23,
10,24,
10,25,
10,26,
10,27,
10,28,
10,29,
10,30,
10,31,
10,32,
10,33,
10,34,
10,35,
10,36,
10,37,
10,38,
10,39,
10,40,
10,41,
10,42,
10,43,
10,44,
10,45,
10,46,
10,47,
10,48,
10,49,
10,50,
10,51,
10,52,
10,53,
10,54,
10,55,
10,56,
10,57,
10,58,
10,59,
10,60,
10,61,
10,62,
10,63,
10,64,
10,65,
10,66,
10,67,
10,68,
10,69,
10,70,
10,71,
10,72,
10,73,
10,74,
10,75,
10,76,
10,77,
10,78,
10,79,
10,80,
10,81,
10,82,
10,83,
10,84,
10,85,
10,86,
10,87,
10,88,
10,89,
10,90,
10,91,
10,92,
10,93,
10,94,
10,95,
10,96,
10,97,
10,98,
10,99,
10,100,
10,101,
10,102,
10,103,
10,104,
10,105,
10,106,
10,107,
10,108,
10,109,
11,1,
11,2,
11,3,
11,4,
11,5,
11,6,
11,7,
11,8,
11,9,
11,10,
11,11,
11,12,
11,13,
11,14,
11,15,
11,16,
11,17,
11,18,
11,19,
11,20,
11,21,
11,22,
11,23,
11,24,
11,25,
11,26,
11,27,
11,28,
11,29,
11,30,
11,31,
11,32,
11,33,
11,34,
11,35,
11,36,
11,37,
11,38,
11,39,
11,40,
11,41,
11,42,
11,43,
11,44,
11,45,
11,46,
11,47,
11,48,
11,49,
11,50,
11,51,
11,52,
11,53,
11,54,
11,55,
11,56,
11,57,
11,58,
11,59,
11,60,
11,61,
11,62,
11,63,
11,64,
11,65,
11,66,
11,67,
11,68,
11,69,
11,70,
11,71,
11,72,
11,73,
11,74,
11,75,
11,76,
11,77,
11,78,
11,79,
11,80,
11,81,
11,82,
11,83,
11,84,
11,85,
11,86,
11,87,
11,88,
11,89,
11,90,
11,91,
11,92,
11,93,
11,94,
11,95,
11,96,
11,97,
11,98,
11,99,
11,100,
11,101,
11,102,
11,103,
11,104,
11,105,
11,106,
11,107,
11,108,
11,109,
11,110,
11,111,
11,112,
11,113,
11,114,
11,115,
11,116,
11,117,
11,118,
11,119,
11,120,
11,121,
11,122,
11,123,
12,1,
12,2,
12,3,
12,4,
12,5,
12,6,
12,7,
12,8,
12,9,
12,10,
12,11,
12,12,
12,13,
12,14,
12,15,
12,16,
12,17,
12,18,
12,19,
12,20,
12,21,
12,22,
12,23,
12,24,
12,25,
12,26,
12,27,
12,28,
12,29,
12,30,
12,31,
12,32,
12,33,
12,34,
12,35,
12,36,
12,37,
12,38,
12,39,
12,40,
12,41,
12,42,
12,43,
12,44,
12,45,
12,46,
12,47,
12,48,
12,49,
12,50,
12,51,
12,52,
12,53,
12,54,
12,55,
12,56,
12,57,
12,58,
12,59,
12,60,
12,61,
12,62,
12,63,
12,64,
12,65,
12,66,
12,67,
12,68,
12,69,
12,70,
12,71,
12,72,
12,73,
12,74,
12,75,
12,76,
12,77,
12,78,
12,79,
12,80,
12,81,
12,82,
12,83,
12,84,
12,85,
12,86,
12,87,
12,88,
12,89,
12,90,
12,91,
12,92,
12,93,
12,94,
12,95,
12,96,
12,97,
12,98,
12,99,
12,100,
12,101,
12,102,
12,103,
12,104,
12,105,
12,106,
12,107,
12,108,
12,109,
12,110,
12,111,
13,1,
13,2,
13,3,
13,4,
13,5,
13,6,
13,7,
13,8,
13,9,
13,10,
13,11,
13,12,
13,13,
13,14,
13,15,
13,16,
13,17,
13,18,
13,19,
13,20,
13,21,
13,22,
13,23,
13,24,
13,25,
13,26,
13,27,
13,28,
13,29,
13,30,
13,31,
13,32,
13,33,
13,34,
13,35,
13,36,
13,37,
13,38,
13,39,
13,40,
13,41,
13,42,
13,43,
14,1,
14,2,
14,3,
14,4,
14,5,
14,6,
14,7,
14,8,
14,9,
14,10,
14,11,
14,12,
14,13,
14,14,
14,15,
14,16,
14,17,
14,18,
14,19,
14,20,
14,21,
14,22,
14,23,
14,24,
14,25,
14,26,
14,27,
14,28,
14,29,
14,30,
14,31,
14,32,
14,33,
14,34,
14,35,
14,36,
14,37,
14,38,
14,39,
14,40,
14,41,
14,42,
14,43,
14,44,
14,45,
14,46,
14,47,
14,48,
14,49,
14,50,
14,51,
14,52,
15,1,
15,2,
15,3,
15,4,
15,5,
15,6,
15,7,
15,8,
15,9,
15,10,
15,11,
15,12,
15,13,
15,14,
15,15,
15,16,
15,17,
15,18,
15,19,
15,20,
15,21,
15,22,
15,23,
15,24,
15,25,
15,26,
15,27,
15,28,
15,29,
15,30,
15,31,
15,32,
15,33,
15,34,
15,35,
15,36,
15,37,
15,38,
15,39,
15,40,
15,41,
15,42,
15,43,
15,44,
15,45,
15,46,
15,47,
15,48,
15,49,
15,50,
15,51,
15,52,
15,53,
15,54,
15,55,
15,56,
15,57,
15,58,
15,59,
15,60,
15,61,
15,62,
15,63,
15,64,
15,65,
15,66,
15,67,
15,68,
15,69,
15,70,
15,71,
15,72,
15,73,
15,74,
15,75,
15,76,
15,77,
15,78,
15,79,
15,80,
15,81,
15,82,
15,83,
15,84,
15,85,
15,86,
15,87,
15,88,
15,89,
15,90,
15,91,
15,92,
15,93,
15,94,
15,95,
15,96,
15,97,
15,98,
15,99,
16,1,
16,2,
16,3,
16,4,
16,5,
16,6,
16,7,
16,8,
16,9,
16,10,
16,11,
16,12,
16,13,
16,14,
16,15,
16,16,
16,17,
16,18,
16,19,
16,20,
16,21,
16,22,
16,23,
16,24,
16,25,
16,26,
16,27,
16,28,
16,29,
16,30,
16,31,
16,32,
16,33,
16,34,
16,35,
16,36,
16,37,
16,38,
16,39,
16,40,
16,41,
16,42,
16,43,
16,44,
16,45,
16,46,
16,47,
16,48,
16,49,
16,50,
16,51,
16,52,
16,53,
16,54,
16,55,
16,56,
16,57,
16,58,
16,59,
16,60,
16,61,
16,62,
16,63,
16,64,
16,65,
16,66,
16,67,
16,68,
16,69,
16,70,
16,71,
16,72,
16,73,
16,74,
16,75,
16,76,
16,77,
16,78,
16,79,
16,80,
16,81,
16,82,
16,83,
16,84,
16,85,
16,86,
16,87,
16,88,
16,89,
16,90,
16,91,
16,92,
16,93,
16,94,
16,95,
16,96,
16,97,
16,98,
16,99,
16,100,
16,101,
16,102,
16,103,
16,104,
16,105,
16,106,
16,107,
16,108,
16,109,
16,110,
16,111,
16,112,
16,113,
16,114,
16,115,
16,116,
16,117,
16,118,
16,119,
16,120,
16,121,
16,122,
16,123,
16,124,
16,125,
16,126,
16,127,
16,128,
17,1,
17,2,
17,3,
17,4,
17,5,
17,6,
17,7,
17,8,
17,9,
17,10,
17,11,
17,12,
17,13,
17,14,
17,15,
17,16,
17,17,
17,18,
17,19,
17,20,
17,21,
17,22,
17,23,
17,24,
17,25,
17,26,
17,27,
17,28,
17,29,
17,30,
17,31,
17,32,
17,33,
17,34,
17,35,
17,36,
17,37,
17,38,
17,39,
17,40,
17,41,
17,42,
17,43,
17,44,
17,45,
17,46,
17,47,
17,48,
17,49,
17,50,
17,51,
17,52,
17,53,
17,54,
17,55,
17,56,
17,57,
17,58,
17,59,
17,60,
17,61,
17,62,
17,63,
17,64,
17,65,
17,66,
17,67,
17,68,
17,69,
17,70,
17,71,
17,72,
17,73,
17,74,
17,75,
17,76,
17,77,
17,78,
17,79,
17,80,
17,81,
17,82,
17,83,
17,84,
17,85,
17,86,
17,87,
17,88,
17,89,
17,90,
17,91,
17,92,
17,93,
17,94,
17,95,
17,96,
17,97,
17,98,
17,99,
17,100,
17,101,
17,102,
17,103,
17,104,
17,105,
17,106,
17,107,
17,108,
17,109,
17,110,
17,111,
18,1,
18,2,
18,3,
18,4,
18,5,
18,6,
18,7,
18,8,
18,9,
18,10,
18,11,
18,12,
18,13,
18,14,
18,15,
18,16,
18,17,
18,18,
18,19,
18,20,
18,21,
18,22,
18,23,
18,24,
18,25,
18,26,
18,27,
18,28,
18,29,
18,30,
18,31,
18,32,
18,33,
18,34,
18,35,
18,36,
18,37,
18,38,
18,39,
18,40,
18,41,
18,42,
18,43,
18,44,
18,45,
18,46,
18,47,
18,48,
18,49,
18,50,
18,51,
18,52,
18,53,
18,54,
18,55,
18,56,
18,57,
18,58,
18,59,
18,60,
18,61,
18,62,
18,63,
18,64,
18,65,
18,66,
18,67,
18,68,
18,69,
18,70,
18,71,
18,72,
18,73,
18,74,
18,75,
18,76,
18,77,
18,78,
18,79,
18,80,
18,81,
18,82,
18,83,
18,84,
18,85,
18,86,
18,87,
18,88,
18,89,
18,90,
18,91,
18,92,
18,93,
18,94,
18,95,
18,96,
18,97,
18,98,
18,99,
18,100,
18,101,
18,102,
18,103,
18,104,
18,105,
18,106,
18,107,
18,108,
18,109,
18,110,
19,1,
19,2,
19,3,
19,4,
19,5,
19,6,
19,7,
19,8,
19,9,
19,10,
19,11,
19,12,
19,13,
19,14,
19,15,
19,16,
19,17,
19,18,
19,19,
19,20,
19,21,
19,22,
19,23,
19,24,
19,25,
19,26,
19,27,
19,28,
19,29,
19,30,
19,31,
19,32,
19,33,
19,34,
19,35,
19,36,
19,37,
19,38,
19,39,
19,40,
19,41,
19,42,
19,43,
19,44,
19,45,
19,46,
19,47,
19,48,
19,49,
19,50,
19,51,
19,52,
19,53,
19,54,
19,55,
19,56,
19,57,
19,58,
19,59,
19,60,
19,61,
19,62,
19,63,
19,64,
19,65,
19,66,
19,67,
19,68,
19,69,
19,70,
19,71,
19,72,
19,73,
19,74,
19,75,
19,76,
19,77,
19,78,
19,79,
19,80,
19,81,
19,82,
19,83,
19,84,
19,85,
19,86,
19,87,
19,88,
19,89,
19,90,
19,91,
19,92,
19,93,
19,94,
19,95,
19,96,
19,97,
19,98,
20,1,
20,2,
20,3,
20,4,
20,5,
20,6,
20,7,
20,8,
20,9,
20,10,
20,11,
20,12,
20,13,
20,14,
20,15,
20,16,
20,17,
20,18,
20,19,
20,20,
20,21,
20,22,
20,23,
20,24,
20,25,
20,26,
20,27,
20,28,
20,29,
20,30,
20,31,
20,32,
20,33,
20,34,
20,35,
20,36,
20,37,
20,38,
20,39,
20,40,
20,41,
20,42,
20,43,
20,44,
20,45,
20,46,
20,47,
20,48,
20,49,
20,50,
20,51,
20,52,
20,53,
20,54,
20,55,
20,56,
20,57,
20,58,
20,59,
20,60,
20,61,
20,62,
20,63,
20,64,
20,65,
20,66,
20,67,
20,68,
20,69,
20,70,
20,71,
20,72,
20,73,
20,74,
20,75,
20,76,
20,77,
20,78,
20,79,
20,80,
20,81,
20,82,
20,83,
20,84,
20,85,
20,86,
20,87,
20,88,
20,89,
20,90,
20,91,
20,92,
20,93,
20,94,
20,95,
20,96,
20,97,
20,98,
20,99,
20,100,
20,101,
20,102,
20,103,
20,104,
20,105,
20,106,
20,107,
20,108,
20,109,
20,110,
20,111,
20,112,
20,113,
20,114,
20,115,
20,116,
20,117,
20,118,
20,119,
20,120,
20,121,
20,122,
20,123,
20,124,
20,125,
20,126,
20,127,
20,128,
20,129,
20,130,
20,131,
20,132,
20,133,
20,134,
20,135,
21,1,
21,2,
21,3,
21,4,
21,5,
21,6,
21,7,
21,8,
21,9,
21,10,
21,11,
21,12,
21,13,
21,14,
21,15,
21,16,
21,17,
21,18,
21,19,
21,20,
21,21,
21,22,
21,23,
21,24,
21,25,
21,26,
21,27,
21,28,
21,29,
21,30,
21,31,
21,32,
21,33,
21,34,
21,35,
21,36,
21,37,
21,38,
21,39,
21,40,
21,41,
21,42,
21,43,
21,44,
21,45,
21,46,
21,47,
21,48,
21,49,
21,50,
21,51,
21,52,
21,53,
21,54,
21,55,
21,56,
21,57,
21,58,
21,59,
21,60,
21,61,
21,62,
21,63,
21,64,
21,65,
21,66,
21,67,
21,68,
21,69,
21,70,
21,71,
21,72,
21,73,
21,74,
21,75,
21,76,
21,77,
21,78,
21,79,
21,80,
21,81,
21,82,
21,83,
21,84,
21,85,
21,86,
21,87,
21,88,
21,89,
21,90,
21,91,
21,92,
21,93,
21,94,
21,95,
21,96,
21,97,
21,98,
21,99,
21,100,
21,101,
21,102,
21,103,
21,104,
21,105,
21,106,
21,107,
21,108,
21,109,
21,110,
21,111,
21,112,
22,1,
22,2,
22,3,
22,4,
22,5,
22,6,
22,7,
22,8,
22,9,
22,10,
22,11,
22,12,
22,13,
22,14,
22,15,
22,16,
22,17,
22,18,
22,19,
22,20,
22,21,
22,22,
22,23,
22,24,
22,25,
22,26,
22,27,
22,28,
22,29,
22,30,
22,31,
22,32,
22,33,
22,34,
22,35,
22,36,
22,37,
22,38,
22,39,
22,40,
22,41,
22,42,
22,43,
22,44,
22,45,
22,46,
22,47,
22,48,
22,49,
22,50,
22,51,
22,52,
22,53,
22,54,
22,55,
22,56,
22,57,
22,58,
22,59,
22,60,
22,61,
22,62,
22,63,
22,64,
22,65,
22,66,
22,67,
22,68,
22,69,
22,70,
22,71,
22,72,
22,73,
22,74,
22,75,
22,76,
22,77,
22,78,
23,1,
23,2,
23,3,
23,4,
23,5,
23,6,
23,7,
23,8,
23,9,
23,10,
23,11,
23,12,
23,13,
23,14,
23,15,
23,16,
23,17,
23,18,
23,19,
23,20,
23,21,
23,22,
23,23,
23,24,
23,25,
23,26,
23,27,
23,28,
23,29,
23,30,
23,31,
23,32,
23,33,
23,34,
23,35,
23,36,
23,37,
23,38,
23,39,
23,40,
23,41,
23,42,
23,43,
23,44,
23,45,
23,46,
23,47,
23,48,
23,49,
23,50,
23,51,
23,52,
23,53,
23,54,
23,55,
23,56,
23,57,
23,58,
23,59,
23,60,
23,61,
23,62,
23,63,
23,64,
23,65,
23,66,
23,67,
23,68,
23,69,
23,70,
23,71,
23,72,
23,73,
23,74,
23,75,
23,76,
23,77,
23,78,
23,79,
23,80,
23,81,
23,82,
23,83,
23,84,
23,85,
23,86,
23,87,
23,88,
23,89,
23,90,
23,91,
23,92,
23,93,
23,94,
23,95,
23,96,
23,97,
23,98,
23,99,
23,100,
23,101,
23,102,
23,103,
23,104,
23,105,
23,106,
23,107,
23,108,
23,109,
23,110,
23,111,
23,112,
23,113,
23,114,
23,115,
23,116,
23,117,
23,118,
24,1,
24,2,
24,3,
24,4,
24,5,
